chr	start	end	length	read_count	class	promoter_gene	genic_gene	name
chr22	23529326	23529826	500	659	genic		BCR	chr22:23529326-23529826
chr22	23534363	23534863	500	99	genic		BCR	chr22:23534363-23534863
chr22	23539133	23539633	500	60	genic		BCR	chr22:23539133-23539633
chr22	23539995	23540495	500	174	genic		BCR	chr22:23539995-23540495
chr22	23544399	23544899	500	67	genic		BCR	chr22:23544399-23544899
chr22	23552787	23553287	500	83	genic		BCR	chr22:23552787-23553287
chr22	23556012	23556512	500	96	genic		BCR	chr22:23556012-23556512
chr22	23561054	23561554	500	290	genic		BCR	chr22:23561054-23561554
chr22	23562441	23562941	500	1065	genic		BCR	chr22:23562441-23562941
chr22	23565924	23566424	500	2170	genic		BCR	chr22:23565924-23566424
chr22	23579367	23579867	500	223	genic		BCR	chr22:23579367-23579867
chr22	23584448	23584948	500	195	genic		BCR	chr22:23584448-23584948
chr22	23585036	23585536	500	121	genic		BCR	chr22:23585036-23585536
chr22	23590566	23591066	500	433	genic		BCR	chr22:23590566-23591066
chr22	23592147	23592647	500	538	genic		BCR	chr22:23592147-23592647
chr22	23592651	23593151	500	193	genic		BCR	chr22:23592651-23593151
chr22	23593869	23594369	500	915	genic		BCR	chr22:23593869-23594369
chr22	23602253	23602753	500	35	genic		BCR	chr22:23602253-23602753
chr22	23602964	23603464	500	36	genic		BCR	chr22:23602964-23603464
chr22	23605893	23606393	500	36	promoter	FBXW4P1	FBXW4P1,BCR	chr22:23605893-23606393
chr22	23612391	23612891	500	221	genic		BCR	chr22:23612391-23612891
chr22	23621918	23622418	500	57	genic		BCR	chr22:23621918-23622418
chr22	23623873	23624373	500	410	genic		BCR	chr22:23623873-23624373
chr22	23632065	23632565	500	123	genic		BCR	chr22:23632065-23632565
chr22	23644843	23645343	500	31	genic		BCR	chr22:23644843-23645343
chr22	23657835	23658335	500	164	genic		BCR	chr22:23657835-23658335
chr22	23718437	23718937	500	36	genic		CES5AP1	chr22:23718437-23718937
chr22	23728097	23728597	500	51	intergenic			chr22:23728097-23728597
chr22	23744332	23745164	832	128	promoter	ZDHHC8P1	ZDHHC8P1	chr22:23744332-23745164
chr22	23773449	23773949	500	120	intergenic			chr22:23773449-23773949
chr22	23775456	23775956	500	34	promoter	LINC01659	LINC01659	chr22:23775456-23775956
chr22	23780404	23780904	500	21	intergenic			chr22:23780404-23780904
chr22	23799655	23800155	500	42	intergenic			chr22:23799655-23800155
chr22	23802697	23803197	500	30	intergenic			chr22:23802697-23803197
chr22	23820392	23820892	500	39	genic		LINC01658	chr22:23820392-23820892
chr22	23851663	23852163	500	20	intergenic			chr22:23851663-23852163
chr22	23852340	23852840	500	20	intergenic			chr22:23852340-23852840
chr22	23863211	23863711	500	26	intergenic			chr22:23863211-23863711
chr22	23863846	23864346	500	65	intergenic			chr22:23863846-23864346
chr22	23875534	23876034	500	73	intergenic			chr22:23875534-23876034
chr22	23876054	23876554	500	164	intergenic			chr22:23876054-23876554
chr22	23878386	23878886	500	224	intergenic			chr22:23878386-23878886
chr22	23880152	23880652	500	183	intergenic			chr22:23880152-23880652
chr22	23881662	23882162	500	94	intergenic			chr22:23881662-23882162
chr22	23922855	23923355	500	32	promoter	IGLL1		chr22:23922855-23923355
chr22	23923514	23924014	500	21	intergenic			chr22:23923514-23924014
chr22	23933331	23933831	500	37	intergenic			chr22:23933331-23933831
chr22	23950737	23951237	500	22	genic		DRICH1	chr22:23950737-23951237
chr22	23963300	23963800	500	25	genic		DRICH1	chr22:23963300-23963800
chr22	23964830	23965330	500	25	genic		DRICH1	chr22:23964830-23965330
chr22	23969638	23970138	500	23	genic		DRICH1	chr22:23969638-23970138
chr22	23976459	23976959	500	112	intergenic			chr22:23976459-23976959
chr22	24016386	24016886	500	22	genic		GUSBP11	chr22:24016386-24016886
chr22	24026821	24027321	500	88	genic		GUSBP11	chr22:24026821-24027321
chr22	24042723	24043223	500	18	genic		GUSBP11	chr22:24042723-24043223
chr22	24057355	24057855	500	27	genic		GUSBP11	chr22:24057355-24057855
chr22	24059333	24059833	500	141	promoter	GUSBP11	GUSBP11	chr22:24059333-24059833
chr22	24091848	24092348	500	56	promoter	ZNF70	ZNF70	chr22:24091848-24092348
chr22	24092573	24093073	500	32	promoter	ZNF70	ZNF70	chr22:24092573-24093073
chr22	24093122	24094077	955	116	promoter	ZNF70	ZNF70	chr22:24093122-24094077
chr22	24104886	24105386	500	30	promoter	C22orf15	C22orf15	chr22:24104886-24105386
chr22	24108858	24109358	500	96	promoter	CHCHD10	CHCHD10	chr22:24108858-24109358
chr22	24109921	24110831	910	229	promoter	CHCHD10	CHCHD10	chr22:24109921-24110831
chr22	24113008	24113508	500	84	intergenic			chr22:24113008-24113508
chr22	24128800	24129750	950	210	promoter	SMARCB1	SMARCB1	chr22:24128800-24129750
chr22	24181155	24181655	500	901	promoter	DERL3	DERL3	chr22:24181155-24181655
chr22	24186708	24187208	500	26	intergenic			chr22:24186708-24187208
chr22	24188659	24189159	500	35	intergenic			chr22:24188659-24189159
chr22	24191692	24192192	500	44	intergenic			chr22:24191692-24192192
chr22	24199707	24200207	500	470	promoter	SLC2A11	SLC2A11	chr22:24199707-24200207
chr22	24230506	24231006	500	122	intergenic			chr22:24230506-24231006
chr22	24236174	24236674	500	373	promoter	MIF	MIF,MIF-AS1	chr22:24236174-24236674
chr22	24236866	24237366	500	116	promoter	MIF	MIF,MIF-AS1	chr22:24236866-24237366
chr22	24237454	24237954	500	97	promoter	MIF	MIF-AS1	chr22:24237454-24237954
chr22	24243753	24244253	500	55	intergenic			chr22:24243753-24244253
chr22	24256047	24256547	500	241	intergenic			chr22:24256047-24256547
chr22	24298732	24299232	500	46	intergenic			chr22:24298732-24299232
chr22	24313290	24313790	500	19	genic		DDTL,DDT	chr22:24313290-24313790
chr22	24335806	24336306	500	69	intergenic			chr22:24335806-24336306
chr22	24352949	24353449	500	32	intergenic			chr22:24352949-24353449
chr22	24354247	24354747	500	19	intergenic			chr22:24354247-24354747
chr22	24359732	24360232	500	73	intergenic			chr22:24359732-24360232
chr22	24360948	24361448	500	39	intergenic			chr22:24360948-24361448
chr22	24372719	24373219	500	618	promoter	LOC391322	LOC391322	chr22:24372719-24373219
chr22	24384055	24384555	500	312	promoter	GSTT1	GSTT1	chr22:24384055-24384555
chr22	24388072	24388572	500	255	genic		GSTTP2	chr22:24388072-24388572
chr22	24407466	24407966	500	550	promoter	CABIN1	CABIN1	chr22:24407466-24407966
chr22	24408711	24409211	500	50	promoter	CABIN1	CABIN1	chr22:24408711-24409211
chr22	24429431	24429931	500	33	genic		CABIN1	chr22:24429431-24429931
chr22	24464214	24464714	500	19	genic		CABIN1	chr22:24464214-24464714
chr22	24486482	24486982	500	43	genic		CABIN1	chr22:24486482-24486982
chr22	24487702	24488202	500	359	genic		CABIN1	chr22:24487702-24488202
chr22	24542242	24542742	500	33	genic		CABIN1	chr22:24542242-24542742
chr22	24552861	24553361	500	77	genic		CABIN1	chr22:24552861-24553361
chr22	24571080	24571580	500	20	genic		CABIN1	chr22:24571080-24571580
chr22	24591590	24592090	500	85	intergenic			chr22:24591590-24592090
chr22	24593873	24594373	500	51	intergenic			chr22:24593873-24594373
chr22	24602550	24603050	500	131	intergenic			chr22:24602550-24603050
chr22	24603844	24604344	500	42	intergenic			chr22:24603844-24604344
chr22	24607949	24608449	500	23	intergenic			chr22:24607949-24608449
chr22	24626906	24627888	982	32	genic		GGT5	chr22:24626906-24627888
chr22	24655261	24655761	500	62	genic		POM121L9P	chr22:24655261-24655761
chr22	24666506	24667006	500	251	promoter	SPECC1L,SPECC1L-ADORA2A	SPECC1L,SPECC1L-ADORA2A	chr22:24666506-24667006
chr22	24667559	24668059	500	35	promoter	SPECC1L,SPECC1L-ADORA2A	SPECC1L,SPECC1L-ADORA2A	chr22:24667559-24668059
chr22	24680634	24681134	500	89	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24680634-24681134
chr22	24685780	24686280	500	74	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24685780-24686280
chr22	24701140	24701640	500	44	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24701140-24701640
chr22	24720965	24721465	500	41	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24720965-24721465
chr22	24726386	24726886	500	21	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24726386-24726886
chr22	24788442	24788942	500	27	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24788442-24788942
chr22	24802804	24803304	500	49	genic		SPECC1L,SPECC1L-ADORA2A	chr22:24802804-24803304
chr22	24817317	24817817	500	24	genic		SPECC1L-ADORA2A	chr22:24817317-24817817
chr22	24841344	24841844	500	121	genic		ADORA2A-AS1	chr22:24841344-24841844
chr22	24846578	24847078	500	31	genic		ADORA2A-AS1	chr22:24846578-24847078
chr22	24851657	24852157	500	104	genic		ADORA2A-AS1	chr22:24851657-24852157
chr22	24855803	24856303	500	72	genic		ADORA2A-AS1	chr22:24855803-24856303
chr22	24856602	24857102	500	38	genic		ADORA2A-AS1	chr22:24856602-24857102
chr22	24861497	24861997	500	82	genic		ADORA2A-AS1	chr22:24861497-24861997
chr22	24862135	24862635	500	33	genic		ADORA2A-AS1	chr22:24862135-24862635
chr22	24862845	24863345	500	110	genic		ADORA2A-AS1	chr22:24862845-24863345
chr22	24878380	24878880	500	42	genic		ADORA2A-AS1	chr22:24878380-24878880
chr22	24882489	24882989	500	19	genic		ADORA2A-AS1	chr22:24882489-24882989
chr22	24899022	24899522	500	50	genic		UPB1	chr22:24899022-24899522
chr22	24906604	24907575	971	223	genic		UPB1	chr22:24906604-24907575
chr22	24908000	24908500	500	42	genic		UPB1	chr22:24908000-24908500
chr22	24910149	24910649	500	38	genic		UPB1	chr22:24910149-24910649
chr22	24917665	24918165	500	41	genic		UPB1	chr22:24917665-24918165
chr22	24921315	24921815	500	94	genic		UPB1	chr22:24921315-24921815
chr22	24951040	24951540	500	509	promoter	GUCD1,SNRPD3	GUCD1	chr22:24951040-24951540
chr22	24951680	24952180	500	123	promoter	GUCD1,SNRPD3	SNRPD3	chr22:24951680-24952180
chr22	24960200	24960700	500	15	genic		SNRPD3	chr22:24960200-24960700
chr22	24974392	24974892	500	25	intergenic			chr22:24974392-24974892
chr22	24979642	24980142	500	19	intergenic			chr22:24979642-24980142
chr22	24988917	24989417	500	59	promoter	LRRC75B	LRRC75B	chr22:24988917-24989417
chr22	24998976	24999476	500	24	promoter	GGT1	GGT1	chr22:24998976-24999476
chr22	24999630	25000130	500	41	promoter	GGT1	GGT1	chr22:24999630-25000130
chr22	25003293	25003793	500	52	genic		GGT1	chr22:25003293-25003793
chr22	25018473	25018973	500	58	genic		GGT1	chr22:25018473-25018973
chr22	25026733	25027233	500	92	intergenic			chr22:25026733-25027233
chr22	25028568	25029068	500	29	promoter	BCRP3	BCRP3	chr22:25028568-25029068
chr22	25030991	25031491	500	28	genic		BCRP3	chr22:25030991-25031491
chr22	25047550	25048050	500	19	genic		POM121L10P,BCRP3	chr22:25047550-25048050
chr22	25091914	25092414	500	66	intergenic			chr22:25091914-25092414
chr22	25101993	25102493	500	23	intergenic			chr22:25101993-25102493
chr22	25103182	25103682	500	27	intergenic			chr22:25103182-25103682
chr22	25112561	25113061	500	14	intergenic			chr22:25112561-25113061
chr22	25123207	25123707	500	252	genic		PIWIL3	chr22:25123207-25123707
chr22	25124860	25125360	500	832	genic		PIWIL3	chr22:25124860-25125360
chr22	25137663	25138163	500	20	genic		PIWIL3	chr22:25137663-25138163
chr22	25147505	25148005	500	97	genic		PIWIL3	chr22:25147505-25148005
chr22	25148739	25149570	831	39	genic		PIWIL3	chr22:25148739-25149570
chr22	25149922	25150422	500	27	genic		PIWIL3	chr22:25149922-25150422
chr22	25154048	25154548	500	58	genic		PIWIL3	chr22:25154048-25154548
chr22	25164694	25165194	500	26	genic		PIWIL3	chr22:25164694-25165194
chr22	25198893	25199393	500	30	intergenic			chr22:25198893-25199393
chr22	25201870	25202370	500	92	promoter	SGSM1	SGSM1	chr22:25201870-25202370
chr22	25240920	25241420	500	18	genic		SGSM1	chr22:25240920-25241420
chr22	25279300	25279800	500	54	genic		SGSM1	chr22:25279300-25279800
chr22	25290434	25290934	500	24	genic		SGSM1	chr22:25290434-25290934
chr22	25334621	25335121	500	17	promoter	TMEM211	TMEM211	chr22:25334621-25335121
chr22	25347863	25348826	963	59	intergenic			chr22:25347863-25348826
chr22	25496818	25497318	500	137	genic		KIAA1671	chr22:25496818-25497318
chr22	25506807	25507307	500	23	genic		KIAA1671,LOC100128531	chr22:25506807-25507307
chr22	25544249	25544749	500	25	genic		KIAA1671	chr22:25544249-25544749
chr22	25631745	25632245	500	39	intergenic			chr22:25631745-25632245
chr22	25729544	25730321	777	29	intergenic			chr22:25729544-25730321
chr22	25758193	25758693	500	25	promoter	LRP5L	LRP5L	chr22:25758193-25758693
chr22	25794507	25795007	500	56	intergenic			chr22:25794507-25795007
chr22	25796839	25797339	500	30	intergenic			chr22:25796839-25797339
chr22	25799697	25800197	500	66	intergenic			chr22:25799697-25800197
chr22	25802358	25802858	500	31	intergenic			chr22:25802358-25802858
chr22	25815258	25815758	500	61	intergenic			chr22:25815258-25815758
chr22	25842962	25843462	500	46	promoter	CRYBB2P1		chr22:25842962-25843462
chr22	25843628	25844128	500	159	promoter	CRYBB2P1	CRYBB2P1	chr22:25843628-25844128
chr22	25844545	25845045	500	46	promoter	CRYBB2P1	CRYBB2P1	chr22:25844545-25845045
chr22	25848147	25848647	500	23	genic		CRYBB2P1	chr22:25848147-25848647
chr22	25858388	25858888	500	58	intergenic			chr22:25858388-25858888
chr22	25884131	25884631	500	42	intergenic			chr22:25884131-25884631
chr22	25890626	25891126	500	35	intergenic			chr22:25890626-25891126
chr22	25939775	25940275	500	22	intergenic			chr22:25939775-25940275
chr22	25941543	25942043	500	67	intergenic			chr22:25941543-25942043
chr22	25942693	25943193	500	32	intergenic			chr22:25942693-25943193
chr22	25959719	25960219	500	44	promoter	GRK3		chr22:25959719-25960219
chr22	25960373	25960873	500	100	promoter	GRK3	GRK3	chr22:25960373-25960873
chr22	25962964	25963464	500	62	genic		GRK3	chr22:25962964-25963464
chr22	25998804	25999304	500	49	genic		GRK3	chr22:25998804-25999304
chr22	26023293	26023793	500	16	genic		GRK3	chr22:26023293-26023793
chr22	26046722	26047222	500	34	genic		GRK3	chr22:26046722-26047222
chr22	26059656	26060156	500	20	genic		GRK3	chr22:26059656-26060156
chr22	26062173	26062673	500	52	genic		GRK3	chr22:26062173-26062673
chr22	26120047	26120547	500	25	genic		GRK3	chr22:26120047-26120547
chr22	26122090	26122590	500	69	genic		GRK3	chr22:26122090-26122590
chr22	26124054	26124554	500	22	genic		GRK3	chr22:26124054-26124554
chr22	26136766	26137266	500	34	promoter	MYO18B		chr22:26136766-26137266
chr22	26137738	26138238	500	361	promoter	MYO18B	MYO18B	chr22:26137738-26138238
chr22	26143323	26143823	500	114	genic		MYO18B	chr22:26143323-26143823
chr22	26145100	26145600	500	38	genic		MYO18B	chr22:26145100-26145600
chr22	26145725	26146225	500	131	genic		MYO18B	chr22:26145725-26146225
chr22	26146844	26147344	500	90	genic		MYO18B	chr22:26146844-26147344
chr22	26155691	26156191	500	237	genic		MYO18B	chr22:26155691-26156191
chr22	26158032	26158532	500	177	genic		MYO18B	chr22:26158032-26158532
chr22	26168768	26169268	500	30	genic		MYO18B	chr22:26168768-26169268
chr22	26212468	26212968	500	43	genic		MYO18B	chr22:26212468-26212968
chr22	26249411	26249911	500	67	genic		MYO18B	chr22:26249411-26249911
chr22	26376878	26377378	500	19	genic		MYO18B	chr22:26376878-26377378
chr22	26635335	26635835	500	22	genic		SEZ6L	chr22:26635335-26635835
chr22	26655379	26655879	500	18	genic		SEZ6L	chr22:26655379-26655879
chr22	26726858	26727358	500	25	genic		SEZ6L	chr22:26726858-26727358
chr22	26752612	26753112	500	109	genic		SEZ6L	chr22:26752612-26753112
chr22	26756345	26756845	500	182	genic		SEZ6L	chr22:26756345-26756845
chr22	26760292	26760792	500	86	genic		SEZ6L	chr22:26760292-26760792
chr22	26763593	26764093	500	37	genic		SEZ6L	chr22:26763593-26764093
chr22	26773333	26773833	500	41	genic		SEZ6L	chr22:26773333-26773833
chr22	26783988	26784488	500	23	intergenic			chr22:26783988-26784488
chr22	26794615	26795115	500	34	intergenic			chr22:26794615-26795115
chr22	26797031	26797531	500	68	intergenic			chr22:26797031-26797531
chr22	26797605	26798105	500	119	intergenic			chr22:26797605-26798105
chr22	26800811	26801311	500	736	intergenic			chr22:26800811-26801311
chr22	26805789	26806289	500	34	intergenic			chr22:26805789-26806289
chr22	26807154	26807654	500	27	intergenic			chr22:26807154-26807654
chr22	26824720	26825220	500	50	promoter	ASPHD2		chr22:26824720-26825220
chr22	26831870	26832370	500	24	genic		ASPHD2	chr22:26831870-26832370
chr22	26857031	26857531	500	38	genic		HPS4	chr22:26857031-26857531
chr22	26859153	26859653	500	34	genic		HPS4	chr22:26859153-26859653
chr22	26870576	26871076	500	24	genic		HPS4	chr22:26870576-26871076
chr22	26873116	26873616	500	43	genic		HPS4	chr22:26873116-26873616
chr22	26875668	26876168	500	101	genic		HPS4	chr22:26875668-26876168
chr22	26879551	26880051	500	157	promoter	SRRD,HPS4	SRRD,HPS4	chr22:26879551-26880051
chr22	26889264	26889764	500	349	genic		TFIP11	chr22:26889264-26889764
chr22	26896468	26896968	500	359	genic		TFIP11	chr22:26896468-26896968
chr22	26898870	26899370	500	38	genic		TFIP11	chr22:26898870-26899370
chr22	26908235	26908735	500	281	promoter	LOC100507599,TFIP11	LOC100507599,TFIP11	chr22:26908235-26908735
chr22	26914137	26914637	500	53	intergenic			chr22:26914137-26914637
chr22	26920497	26920997	500	19	intergenic			chr22:26920497-26920997
chr22	26948995	26949495	500	16	genic		TPST2	chr22:26948995-26949495
chr22	26964317	26964817	500	41	genic		TPST2	chr22:26964317-26964817
chr22	26969087	26969587	500	192	genic		TPST2	chr22:26969087-26969587
chr22	26981004	26981504	500	51	genic		TPST2	chr22:26981004-26981504
chr22	26982470	26982970	500	196	genic		TPST2	chr22:26982470-26982970
chr22	26984134	26984634	500	138	genic		TPST2	chr22:26984134-26984634
chr22	26986028	26986528	500	69	promoter	TPST2	TPST2	chr22:26986028-26986528
chr22	26992380	26993306	926	36	intergenic			chr22:26992380-26993306
chr22	27002457	27002957	500	21	genic		CRYBB1	chr22:27002457-27002957
chr22	27004062	27004562	500	35	genic		CRYBB1	chr22:27004062-27004562
chr22	27013551	27014051	500	125	promoter	CRYBB1	CRYBB1	chr22:27013551-27014051
chr22	27014375	27014875	500	35	promoter	CRYBB1		chr22:27014375-27014875
chr22	27024633	27025133	500	87	genic		CRYBA4	chr22:27024633-27025133
chr22	27026171	27026671	500	92	genic		CRYBA4	chr22:27026171-27026671
chr22	27028476	27028976	500	593	intergenic			chr22:27028476-27028976
